PRODUCT_CATEGORY,REVENUE,STORE_LOCATION,TRANSACTION_DATE,TRANSACTION_TIME,TIME_BUCKET
Tea,5,Hell's Kitchen,22/06/2023,16:18.0,01.Morning
Tea,5,Hell's Kitchen,11/06/2023,44:59.0,03.Evening
Tea,5,Astoria,04/06/2023,38:11.0,02.Afternoon
Tea,5,Hell's Kitchen,03/06/2023,56:08.0,01.Morning
Tea,5,Lower Manhattan,31/05/2023,52:57.0,01.Morning
Tea,5,Hell's Kitchen,03/06/2023,47:36.0,01.Morning
Tea,5,Hell's Kitchen,10/05/2023,03:04.0,02.Afternoon
Tea,5,Hell's Kitchen,22/05/2023,10:30.0,01.Morning
Tea,5,Astoria,22/05/2023,28:00.0,01.Morning
Coffee,5,Astoria,22/05/2023,13:49.0,01.Morning
Tea,5,Astoria,12/05/2023,06:01.0,01.Morning
Tea,5,Lower Manhattan,02/06/2023,46:29.0,01.Morning
Tea,5,Hell's Kitchen,15/06/2023,50:00.0,01.Morning
Tea,5,Hell's Kitchen,16/06/2023,29:03.0,01.Morning
Tea,5,Astoria,15/06/2023,44:43.0,01.Morning
Tea,5,Astoria,13/05/2023,03:24.0,03.Evening
Tea,5,Lower Manhattan,12/06/2023,01:53.0,01.Morning
Coffee,5,Hell's Kitchen,12/06/2023,59:57.0,01.Morning
Tea,5,Astoria,03/06/2023,33:18.0,02.Afternoon
Tea,5,Hell's Kitchen,21/05/2023,39:12.0,04.Night
Tea,5,Lower Manhattan,16/06/2023,29:39.0,01.Morning
Tea,5,Astoria,25/05/2023,46:02.0,02.Afternoon
Tea,5,Hell's Kitchen,12/06/2023,05:05.0,02.Afternoon
Tea,5,Hell's Kitchen,16/06/2023,31:53.0,01.Morning
Tea,5,Hell's Kitchen,15/06/2023,03:27.0,01.Morning
Tea,5,Astoria,11/05/2023,41:02.0,02.Afternoon
Tea,5,Lower Manhattan,21/05/2023,17:28.0,03.Evening
Tea,5,Hell's Kitchen,10/05/2023,06:31.0,03.Evening
Tea,5,Astoria,24/05/2023,24:52.0,01.Morning
Coffee,5,Lower Manhattan,15/06/2023,49:14.0,01.Morning
Tea,5,Astoria,15/06/2023,54:43.0,01.Morning
Coffee,5,Astoria,09/05/2023,05:13.0,03.Evening
Tea,5,Lower Manhattan,01/06/2023,48:31.0,03.Evening
Tea,5,Hell's Kitchen,12/06/2023,45:57.0,01.Morning
Coffee,5,Astoria,15/06/2023,58:30.0,01.Morning
Coffee,5,Lower Manhattan,12/06/2023,46:12.0,01.Morning
Tea,5,Lower Manhattan,02/06/2023,02:22.0,02.Afternoon
Coffee,5,Astoria,24/05/2023,46:49.0,01.Morning
Tea,5,Astoria,22/06/2023,04:03.0,03.Evening
Tea,5,Hell's Kitchen,12/06/2023,09:20.0,01.Morning
Coffee,5,Hell's Kitchen,24/05/2023,40:28.0,01.Morning
Coffee,5,Astoria,14/05/2023,11:42.0,01.Morning
Tea,5,Lower Manhattan,01/06/2023,31:10.0,02.Afternoon
Tea,5,Hell's Kitchen,24/05/2023,16:47.0,01.Morning
Tea,5,Astoria,07/05/2023,43:24.0,03.Evening
Tea,5,Hell's Kitchen,01/06/2023,45:36.0,03.Evening
Tea,5,Astoria,12/06/2023,26:32.0,03.Evening
Tea,5,Lower Manhattan,12/06/2023,25:58.0,03.Evening
Tea,5,Astoria,01/06/2023,04:10.0,03.Evening
Tea,5,Lower Manhattan,06/05/2023,27:22.0,03.Evening
Coffee,5,Astoria,01/06/2023,06:04.0,03.Evening
Tea,5,Astoria,14/06/2023,08:36.0,02.Afternoon
Tea,5,Astoria,12/06/2023,48:35.0,03.Evening
Coffee,5,Astoria,23/05/2023,29:29.0,03.Evening
Tea,5,Lower Manhattan,27/05/2023,04:30.0,01.Morning
Tea,5,Astoria,30/05/2023,26:52.0,03.Evening
Tea,5,Astoria,01/06/2023,41:09.0,02.Afternoon
Tea,5,Astoria,15/06/2023,21:46.0,02.Afternoon
Coffee,5,Astoria,07/05/2023,47:54.0,03.Evening
Coffee,5,Lower Manhattan,09/05/2023,15:31.0,02.Afternoon
Tea,5,Lower Manhattan,05/06/2023,33:42.0,02.Afternoon
Tea,5,Astoria,14/06/2023,59:08.0,03.Evening
Coffee,5,Astoria,22/05/2023,10:10.0,01.Morning
Tea,5,Lower Manhattan,15/06/2023,26:19.0,01.Morning
Tea,5,Hell's Kitchen,09/05/2023,27:09.0,02.Afternoon
Coffee,5,Hell's Kitchen,30/05/2023,01:10.0,02.Afternoon
Tea,5,Hell's Kitchen,15/06/2023,01:55.0,02.Afternoon
Tea,5,Astoria,24/05/2023,18:52.0,02.Afternoon
Tea,5,Astoria,24/05/2023,17:31.0,02.Afternoon
Coffee,5,Hell's Kitchen,23/05/2023,00:16.0,03.Evening
Coffee,5,Hell's Kitchen,15/06/2023,20:31.0,01.Morning
Coffee,5,Hell's Kitchen,15/06/2023,26:34.0,01.Morning
Tea,5,Hell's Kitchen,09/05/2023,18:42.0,02.Afternoon
Tea,5,Hell's Kitchen,15/06/2023,49:09.0,01.Morning
Tea,5,Astoria,14/05/2023,46:21.0,01.Morning
Tea,5,Astoria,12/06/2023,43:30.0,01.Morning
Tea,5,Lower Manhattan,15/06/2023,49:22.0,01.Morning
Tea,5,Lower Manhattan,24/05/2023,11:35.0,01.Morning
Tea,5,Lower Manhattan,01/06/2023,26:55.0,02.Afternoon
Tea,5,Hell's Kitchen,01/06/2023,56:15.0,02.Afternoon
Coffee,5,Lower Manhattan,15/06/2023,29:35.0,01.Morning
Coffee,5,Lower Manhattan,01/06/2023,24:11.0,03.Evening
Coffee,5,Hell's Kitchen,12/06/2023,09:57.0,01.Morning
Tea,5,Lower Manhattan,14/05/2023,41:50.0,01.Morning
Tea,5,Hell's Kitchen,12/06/2023,27:46.0,02.Afternoon
Tea,5,Lower Manhattan,02/06/2023,23:52.0,02.Afternoon
Tea,5,Hell's Kitchen,14/05/2023,34:42.0,01.Morning
Coffee,5,Lower Manhattan,12/06/2023,07:57.0,02.Afternoon
Tea,5,Lower Manhattan,08/05/2023,23:07.0,01.Morning
Tea,5,Hell's Kitchen,23/05/2023,23:18.0,01.Morning
Tea,5,Astoria,02/06/2023,43:55.0,02.Afternoon
Tea,5,Lower Manhattan,12/06/2023,16:43.0,02.Afternoon
Tea,5,Hell's Kitchen,31/05/2023,49:34.0,01.Morning
Tea,5,Lower Manhattan,02/06/2023,45:53.0,02.Afternoon
Tea,5,Lower Manhattan,10/05/2023,15:21.0,01.Morning
Tea,5,Astoria,12/06/2023,35:39.0,01.Morning
Coffee,5,Hell's Kitchen,25/05/2023,56:08.0,01.Morning
Tea,5,Astoria,02/06/2023,12:35.0,02.Afternoon
Coffee,5,Hell's Kitchen,10/05/2023,33:50.0,01.Morning
Tea,5,Astoria,12/06/2023,03:07.0,01.Morning
Coffee,5,Lower Manhattan,12/06/2023,54:38.0,01.Morning
Tea,5,Astoria,23/05/2023,26:51.0,01.Morning
Tea,5,Hell's Kitchen,12/06/2023,49:02.0,01.Morning
Tea,5,Hell's Kitchen,02/06/2023,37:44.0,02.Afternoon
Tea,5,Hell's Kitchen,23/05/2023,57:45.0,01.Morning
Coffee,5,Hell's Kitchen,15/06/2023,34:28.0,01.Morning
Tea,5,Hell's Kitchen,10/05/2023,06:09.0,01.Morning
Tea,5,Hell's Kitchen,13/05/2023,39:24.0,03.Evening
Tea,5,Astoria,12/06/2023,38:55.0,01.Morning
Tea,5,Hell's Kitchen,08/05/2023,26:13.0,01.Morning
Tea,5,Astoria,23/05/2023,51:23.0,03.Evening
Tea,5,Astoria,23/05/2023,18:25.0,03.Evening
Tea,5,Astoria,23/05/2023,34:34.0,02.Afternoon
Coffee,5,Astoria,15/06/2023,57:01.0,01.Morning
Tea,5,Hell's Kitchen,25/05/2023,17:12.0,01.Morning
Coffee,5,Hell's Kitchen,07/05/2023,56:52.0,04.Night
Tea,5,Hell's Kitchen,23/05/2023,47:18.0,02.Afternoon
Tea,5,Astoria,31/05/2023,02:25.0,01.Morning
Tea,5,Hell's Kitchen,15/06/2023,59:00.0,01.Morning
Tea,5,Hell's Kitchen,01/06/2023,52:13.0,03.Evening
Tea,5,Hell's Kitchen,01/06/2023,07:34.0,03.Evening
Tea,5,Hell's Kitchen,12/06/2023,40:03.0,01.Morning
Tea,5,Lower Manhattan,01/06/2023,51:41.0,01.Morning
Tea,5,Hell's Kitchen,12/06/2023,45:58.0,03.Evening
Tea,5,Hell's Kitchen,12/06/2023,50:38.0,02.Afternoon
Tea,5,Lower Manhattan,31/05/2023,34:17.0,01.Morning
Tea,5,Hell's Kitchen,02/06/2023,57:25.0,02.Afternoon
Tea,5,Lower Manhattan,14/05/2023,19:03.0,01.Morning
Coffee,5,Hell's Kitchen,14/05/2023,12:37.0,01.Morning
Coffee,5,Lower Manhattan,02/06/2023,37:07.0,01.Morning
Tea,5,Lower Manhattan,01/06/2023,31:46.0,03.Evening
Coffee,5,Astoria,05/06/2023,07:41.0,02.Afternoon
Tea,5,Hell's Kitchen,08/05/2023,51:49.0,01.Morning
Tea,5,Lower Manhattan,12/06/2023,09:45.0,02.Afternoon
Tea,5,Hell's Kitchen,23/05/2023,11:36.0,01.Morning
Tea,5,Hell's Kitchen,04/06/2023,15:47.0,02.Afternoon
Tea,5,Lower Manhattan,24/06/2023,13:07.0,03.Evening
Tea,5,Hell's Kitchen,24/05/2023,58:18.0,01.Morning
Tea,5,Hell's Kitchen,27/05/2023,38:36.0,01.Morning
Tea,5,Astoria,03/06/2023,38:29.0,02.Afternoon
Tea,5,Lower Manhattan,19/06/2023,58:09.0,01.Morning
Tea,5,Astoria,12/06/2023,38:38.0,03.Evening
Coffee,5,Hell's Kitchen,23/05/2023,13:29.0,01.Morning
Tea,5,Hell's Kitchen,05/06/2023,08:26.0,03.Evening
Coffee,5,Lower Manhattan,09/06/2023,15:31.0,02.Afternoon
Tea,5,Hell's Kitchen,08/06/2023,38:46.0,02.Afternoon
Tea,5,Hell's Kitchen,04/06/2023,17:15.0,02.Afternoon
Tea,5,Astoria,18/05/2023,26:41.0,01.Morning
Tea,5,Lower Manhattan,14/06/2023,10:17.0,02.Afternoon
Coffee,5,Astoria,28/05/2023,00:43.0,02.Afternoon
Tea,5,Hell's Kitchen,30/06/2023,52:31.0,01.Morning
Tea,5,Lower Manhattan,20/06/2023,48:17.0,01.Morning
Tea,5,Hell's Kitchen,05/06/2023,41:30.0,03.Evening
Coffee,5,Lower Manhattan,29/06/2023,17:35.0,02.Afternoon
Tea,5,Astoria,22/05/2023,26:18.0,01.Morning
Tea,5,Astoria,24/06/2023,58:20.0,03.Evening
Tea,5,Hell's Kitchen,12/06/2023,49:50.0,03.Evening
Coffee,5,Lower Manhattan,25/06/2023,26:12.0,03.Evening
Tea,5,Hell's Kitchen,15/05/2023,43:42.0,01.Morning
Tea,5,Lower Manhattan,12/06/2023,51:04.0,02.Afternoon
Coffee,5,Astoria,15/05/2023,50:26.0,01.Morning
Tea,5,Lower Manhattan,25/05/2023,39:07.0,02.Afternoon
Tea,5,Hell's Kitchen,28/06/2023,37:45.0,01.Morning
Tea,5,Lower Manhattan,13/05/2023,20:25.0,01.Morning
Coffee,5,Astoria,08/06/2023,09:41.0,01.Morning
Coffee,5,Astoria,03/06/2023,12:16.0,02.Afternoon
Tea,5,Hell's Kitchen,21/06/2023,49:08.0,03.Evening
Coffee,5,Astoria,04/06/2023,10:33.0,03.Evening
Tea,5,Astoria,05/06/2023,49:01.0,03.Evening
Tea,5,Hell's Kitchen,02/05/2023,58:08.0,01.Morning
Tea,5,Hell's Kitchen,18/05/2023,43:48.0,03.Evening
Tea,5,Lower Manhattan,03/06/2023,12:49.0,02.Afternoon
Tea,5,Lower Manhattan,04/06/2023,53:10.0,02.Afternoon
Tea,5,Lower Manhattan,20/06/2023,24:31.0,01.Morning
Coffee,5,Astoria,09/06/2023,26:57.0,02.Afternoon
Tea,5,Lower Manhattan,13/05/2023,43:09.0,01.Morning
Tea,5,Astoria,24/05/2023,45:38.0,01.Morning
Tea,5,Hell's Kitchen,20/06/2023,18:04.0,01.Morning
Tea,5,Lower Manhattan,22/05/2023,48:09.0,02.Afternoon
Coffee,5,Lower Manhattan,15/05/2023,29:35.0,01.Morning
Tea,5,Astoria,29/05/2023,36:08.0,03.Evening
Tea,5,Lower Manhattan,13/05/2023,51:11.0,01.Morning
Tea,5,Lower Manhattan,13/06/2023,54:12.0,01.Morning
Tea,5,Hell's Kitchen,22/06/2023,40:19.0,03.Evening
Coffee,5,Hell's Kitchen,10/06/2023,33:07.0,02.Afternoon
Tea,5,Hell's Kitchen,13/05/2023,05:09.0,01.Morning
Coffee,5,Hell's Kitchen,25/06/2023,43:36.0,03.Evening
Tea,5,Hell's Kitchen,29/05/2023,31:58.0,03.Evening
Tea,5,Lower Manhattan,29/06/2023,01:29.0,02.Afternoon
Tea,5,Lower Manhattan,15/05/2023,24:25.0,01.Morning
Coffee,5,Hell's Kitchen,03/06/2023,05:12.0,02.Afternoon
Coffee,5,Hell's Kitchen,06/06/2023,58:08.0,02.Afternoon
Tea,5,Hell's Kitchen,19/06/2023,17:26.0,03.Evening
Tea,5,Astoria,14/05/2023,34:06.0,03.Evening
Tea,5,Hell's Kitchen,13/06/2023,15:24.0,01.Morning
Tea,5,Astoria,14/06/2023,23:15.0,01.Morning
Coffee,5,Lower Manhattan,29/06/2023,16:53.0,02.Afternoon
Coffee,5,Hell's Kitchen,14/05/2023,21:39.0,01.Morning
Tea,5,Hell's Kitchen,09/06/2023,10:20.0,01.Morning
Coffee,5,Hell's Kitchen,28/05/2023,39:52.0,03.Evening
Tea,5,Hell's Kitchen,03/06/2023,15:39.0,02.Afternoon
Tea,5,Astoria,05/06/2023,46:55.0,03.Evening
Tea,5,Hell's Kitchen,14/06/2023,23:37.0,02.Afternoon
Tea,5,Astoria,24/06/2023,27:05.0,03.Evening
Tea,5,Lower Manhattan,09/06/2023,48:28.0,02.Afternoon
Tea,5,Hell's Kitchen,13/05/2023,07:30.0,01.Morning
Tea,5,Lower Manhattan,22/05/2023,29:21.0,01.Morning
Tea,5,Astoria,12/06/2023,58:00.0,03.Evening
Tea,5,Astoria,13/06/2023,01:10.0,01.Morning
Tea,5,Hell's Kitchen,09/06/2023,30:23.0,01.Morning
Tea,5,Lower Manhattan,09/06/2023,24:08.0,01.Morning
Tea,5,Hell's Kitchen,15/05/2023,49:09.0,01.Morning
Tea,5,Astoria,24/05/2023,02:37.0,02.Afternoon
Tea,5,Hell's Kitchen,15/05/2023,09:50.0,01.Morning
Tea,5,Astoria,18/05/2023,04:49.0,01.Morning
Tea,5,Hell's Kitchen,13/05/2023,28:54.0,01.Morning
Tea,5,Hell's Kitchen,14/06/2023,57:05.0,01.Morning
Tea,5,Lower Manhattan,06/06/2023,27:10.0,03.Evening
Coffee,5,Hell's Kitchen,15/05/2023,26:34.0,01.Morning
Tea,5,Astoria,08/06/2023,14:48.0,03.Evening
Coffee,5,Astoria,29/05/2023,46:12.0,02.Afternoon
Tea,5,Hell's Kitchen,05/06/2023,41:09.0,03.Evening
Tea,5,Lower Manhattan,29/06/2023,46:48.0,02.Afternoon
Tea,5,Lower Manhattan,19/06/2023,04:49.0,03.Evening
Coffee,5,Astoria,16/05/2023,40:54.0,03.Evening
Coffee,5,Astoria,02/05/2023,12:43.0,02.Afternoon
Tea,5,Hell's Kitchen,12/05/2023,13:13.0,02.Afternoon
Tea,5,Lower Manhattan,27/06/2023,08:21.0,01.Morning
Coffee,5,Hell's Kitchen,25/05/2023,45:57.0,03.Evening
Tea,5,Astoria,27/06/2023,24:50.0,01.Morning
Tea,5,Astoria,29/06/2023,12:06.0,03.Evening
Coffee,5,Astoria,02/05/2023,35:03.0,03.Evening
Tea,5,Lower Manhattan,11/06/2023,33:36.0,01.Morning
Tea,5,Astoria,06/06/2023,17:37.0,03.Evening
Tea,5,Astoria,12/05/2023,51:08.0,02.Afternoon
Tea,5,Hell's Kitchen,16/05/2023,35:05.0,03.Evening
Tea,5,Astoria,24/05/2023,48:59.0,01.Morning
Tea,5,Astoria,15/05/2023,38:58.0,01.Morning
Tea,5,Astoria,19/06/2023,31:01.0,01.Morning
Tea,5,Hell's Kitchen,20/06/2023,39:36.0,01.Morning
Tea,5,Hell's Kitchen,19/06/2023,52:14.0,02.Afternoon
Tea,5,Hell's Kitchen,15/06/2023,27:28.0,01.Morning
Tea,5,Lower Manhattan,12/05/2023,27:01.0,02.Afternoon
Tea,5,Hell's Kitchen,23/06/2023,09:18.0,01.Morning
Coffee,5,Astoria,15/06/2023,21:10.0,01.Morning
Tea,5,Astoria,18/05/2023,59:12.0,01.Morning
Tea,5,Astoria,02/05/2023,29:12.0,01.Morning
Coffee,5,Hell's Kitchen,28/05/2023,17:29.0,03.Evening
Tea,5,Hell's Kitchen,09/06/2023,27:04.0,01.Morning
Tea,5,Astoria,15/06/2023,23:27.0,01.Morning
Tea,5,Hell's Kitchen,05/06/2023,56:46.0,02.Afternoon
Coffee,5,Lower Manhattan,12/05/2023,54:38.0,01.Morning
Coffee,5,Lower Manhattan,12/06/2023,08:59.0,01.Morning
Coffee,5,Astoria,25/05/2023,39:08.0,03.Evening
Tea,5,Hell's Kitchen,28/05/2023,20:43.0,03.Evening
Tea,5,Hell's Kitchen,18/05/2023,43:53.0,01.Morning
Tea,5,Hell's Kitchen,12/06/2023,28:40.0,01.Morning
Tea,5,Astoria,24/06/2023,45:38.0,01.Morning
Tea,5,Lower Manhattan,23/05/2023,12:14.0,01.Morning
Coffee,5,Astoria,16/05/2023,26:40.0,03.Evening
Tea,5,Astoria,26/06/2023,52:08.0,01.Morning
Coffee,5,Lower Manhattan,27/06/2023,52:35.0,03.Evening
Tea,5,Hell's Kitchen,12/06/2023,32:56.0,01.Morning
Tea,5,Astoria,28/06/2023,32:57.0,03.Evening
Tea,5,Hell's Kitchen,09/06/2023,54:08.0,01.Morning
Tea,5,Lower Manhattan,26/06/2023,37:04.0,01.Morning
Tea,5,Hell's Kitchen,15/06/2023,43:42.0,01.Morning
Tea,5,Astoria,27/06/2023,50:39.0,03.Evening
Coffee,5,Astoria,03/06/2023,00:33.0,02.Afternoon
Coffee,5,Hell's Kitchen,20/06/2023,31:16.0,01.Morning
Tea,5,Lower Manhattan,23/06/2023,00:38.0,01.Morning
Tea,5,Lower Manhattan,09/06/2023,27:51.0,01.Morning
Tea,5,Lower Manhattan,12/05/2023,25:58.0,03.Evening
Tea,5,Hell's Kitchen,09/06/2023,28:18.0,01.Morning
Tea,5,Lower Manhattan,24/05/2023,43:11.0,01.Morning
Tea,5,Lower Manhattan,08/06/2023,30:39.0,02.Afternoon
Tea,5,Lower Manhattan,19/06/2023,08:52.0,01.Morning
Coffee,5,Lower Manhattan,12/06/2023,30:05.0,02.Afternoon
Tea,5,Astoria,30/06/2023,32:53.0,01.Morning
Tea,5,Lower Manhattan,15/06/2023,14:41.0,01.Morning
Tea,5,Astoria,23/06/2023,13:52.0,01.Morning
Tea,5,Lower Manhattan,15/06/2023,01:31.0,01.Morning
Tea,5,Lower Manhattan,10/06/2023,13:43.0,01.Morning
Tea,5,Lower Manhattan,24/05/2023,44:02.0,01.Morning
Tea,5,Lower Manhattan,10/06/2023,16:06.0,03.Evening
Tea,5,Hell's Kitchen,12/06/2023,38:40.0,02.Afternoon
Tea,5,Hell's Kitchen,26/06/2023,16:18.0,01.Morning
Tea,5,Astoria,04/06/2023,30:30.0,03.Evening
Coffee,5,Astoria,09/06/2023,36:14.0,01.Morning
Tea,5,Hell's Kitchen,02/05/2023,36:18.0,01.Morning
Tea,5,Hell's Kitchen,09/06/2023,36:59.0,01.Morning
Tea,5,Hell's Kitchen,23/06/2023,45:44.0,01.Morning
Coffee,5,Astoria,02/05/2023,54:10.0,03.Evening
Tea,5,Lower Manhattan,25/05/2023,21:11.0,02.Afternoon
Tea,5,Hell's Kitchen,28/05/2023,29:24.0,02.Afternoon
Tea,5,Hell's Kitchen,27/06/2023,13:00.0,01.Morning
Coffee,5,Astoria,15/05/2023,57:01.0,01.Morning
Coffee,5,Hell's Kitchen,25/05/2023,18:30.0,02.Afternoon
Tea,5,Hell's Kitchen,12/05/2023,13:47.0,03.Evening
Coffee,5,Lower Manhattan,19/06/2023,12:23.0,01.Morning
Tea,5,Hell's Kitchen,21/06/2023,22:36.0,02.Afternoon
Coffee,5,Astoria,05/06/2023,32:43.0,02.Afternoon
Tea,5,Lower Manhattan,13/05/2023,41:29.0,01.Morning
Tea,5,Astoria,04/06/2023,21:17.0,03.Evening
Tea,5,Hell's Kitchen,02/05/2023,05:16.0,01.Morning
Tea,5,Astoria,10/06/2023,51:07.0,01.Morning
Tea,5,Astoria,04/06/2023,14:30.0,03.Evening
Tea,5,Astoria,26/06/2023,38:42.0,01.Morning
Tea,5,Astoria,27/05/2023,00:20.0,01.Morning
Tea,5,Lower Manhattan,06/06/2023,29:38.0,03.Evening
Tea,5,Lower Manhattan,11/06/2023,18:42.0,01.Morning
Coffee,5,Lower Manhattan,04/06/2023,13:13.0,03.Evening
Tea,5,Lower Manhattan,12/06/2023,57:02.0,02.Afternoon
Tea,5,Lower Manhattan,25/05/2023,08:18.0,01.Morning
Tea,5,Astoria,13/06/2023,28:19.0,01.Morning
Coffee,5,Hell's Kitchen,20/06/2023,44:58.0,01.Morning
Coffee,5,Hell's Kitchen,13/06/2023,58:16.0,03.Evening
Tea,5,Astoria,24/05/2023,04:43.0,02.Afternoon
Tea,5,Hell's Kitchen,06/06/2023,38:26.0,01.Morning
Tea,5,Lower Manhattan,06/06/2023,26:52.0,02.Afternoon
Tea,5,Lower Manhattan,14/05/2023,45:02.0,01.Morning
Tea,5,Hell's Kitchen,20/06/2023,39:22.0,01.Morning
Tea,5,Hell's Kitchen,14/05/2023,41:18.0,01.Morning
Coffee,5,Hell's Kitchen,22/06/2023,41:57.0,01.Morning
Tea,5,Lower Manhattan,13/06/2023,33:47.0,01.Morning
Tea,5,Astoria,13/06/2023,26:59.0,01.Morning
Tea,5,Lower Manhattan,20/06/2023,26:36.0,01.Morning
Coffee,5,Astoria,19/06/2023,50:26.0,01.Morning
Tea,5,Lower Manhattan,13/05/2023,06:10.0,03.Evening
Tea,5,Astoria,28/05/2023,32:57.0,03.Evening
Coffee,5,Hell's Kitchen,27/06/2023,41:12.0,01.Morning
Coffee,5,Astoria,22/06/2023,55:04.0,01.Morning
Tea,5,Hell's Kitchen,13/06/2023,41:30.0,01.Morning
Tea,5,Hell's Kitchen,27/05/2023,37:10.0,01.Morning
Tea,5,Hell's Kitchen,17/05/2023,25:14.0,01.Morning
Tea,5,Lower Manhattan,13/06/2023,07:54.0,03.Evening
Tea,5,Astoria,03/05/2023,27:11.0,01.Morning
Tea,5,Astoria,26/05/2023,38:42.0,01.Morning
Tea,5,Hell's Kitchen,29/06/2023,29:51.0,01.Morning
Tea,5,Astoria,25/05/2023,55:13.0,01.Morning
Tea,5,Astoria,05/06/2023,21:55.0,01.Morning
Coffee,5,Lower Manhattan,28/05/2023,22:44.0,02.Afternoon
Tea,5,Astoria,22/06/2023,18:00.0,02.Afternoon
Coffee,5,Hell's Kitchen,27/06/2023,53:11.0,03.Evening
Tea,5,Hell's Kitchen,13/06/2023,14:36.0,01.Morning
Coffee,5,Astoria,10/06/2023,35:38.0,01.Morning
Tea,5,Astoria,17/05/2023,02:48.0,01.Morning
Coffee,5,Lower Manhattan,04/06/2023,49:49.0,01.Morning
Tea,5,Hell's Kitchen,08/06/2023,26:42.0,03.Evening
Tea,5,Lower Manhattan,30/06/2023,47:09.0,01.Morning
Coffee,5,Astoria,30/06/2023,44:04.0,03.Evening
Tea,5,Astoria,05/06/2023,15:31.0,03.Evening
Tea,5,Astoria,22/05/2023,47:20.0,03.Evening
Tea,5,Astoria,27/06/2023,47:29.0,03.Evening
Tea,5,Astoria,05/06/2023,14:20.0,03.Evening
Tea,5,Astoria,05/06/2023,05:03.0,03.Evening
Tea,5,Hell's Kitchen,03/06/2023,58:26.0,03.Evening
Tea,5,Hell's Kitchen,06/06/2023,13:47.0,02.Afternoon
Coffee,5,Hell's Kitchen,13/06/2023,59:54.0,02.Afternoon
Tea,5,Astoria,13/06/2023,54:12.0,01.Morning
Tea,5,Astoria,30/06/2023,03:12.0,02.Afternoon
Tea,5,Hell's Kitchen,14/05/2023,19:56.0,01.Morning
Tea,5,Astoria,25/06/2023,01:38.0,02.Afternoon
Tea,5,Astoria,13/06/2023,12:02.0,02.Afternoon
Tea,5,Hell's Kitchen,13/06/2023,57:11.0,02.Afternoon
Tea,5,Lower Manhattan,13/06/2023,12:38.0,02.Afternoon
Tea,5,Astoria,27/06/2023,36:26.0,03.Evening
Tea,5,Astoria,27/06/2023,39:19.0,03.Evening
Coffee,5,Lower Manhattan,20/06/2023,31:59.0,01.Morning
Tea,5,Lower Manhattan,23/06/2023,35:51.0,03.Evening
Tea,5,Hell's Kitchen,17/05/2023,53:34.0,01.Morning
Tea,5,Astoria,13/06/2023,37:56.0,02.Afternoon
Tea,5,Astoria,22/06/2023,49:00.0,01.Morning
Tea,5,Hell's Kitchen,27/05/2023,15:30.0,01.Morning
Tea,5,Astoria,24/05/2023,24:58.0,03.Evening
Coffee,5,Astoria,27/06/2023,57:57.0,03.Evening
Tea,5,Hell's Kitchen,22/05/2023,44:51.0,01.Morning
Tea,5,Lower Manhattan,03/05/2023,55:14.0,01.Morning
Tea,5,Hell's Kitchen,27/06/2023,51:09.0,01.Morning
Tea,5,Astoria,22/05/2023,39:58.0,01.Morning
Tea,5,Astoria,04/06/2023,46:37.0,01.Morning
Tea,5,Lower Manhattan,04/06/2023,22:53.0,01.Morning
Coffee,5,Astoria,27/06/2023,52:54.0,03.Evening
Tea,5,Hell's Kitchen,27/06/2023,11:28.0,03.Evening
Coffee,5,Hell's Kitchen,25/05/2023,15:56.0,01.Morning
Tea,5,Lower Manhattan,22/05/2023,02:37.0,01.Morning
Tea,5,Astoria,09/06/2023,45:28.0,02.Afternoon
Tea,5,Lower Manhattan,13/06/2023,42:34.0,02.Afternoon
Coffee,5,Lower Manhattan,17/05/2023,38:44.0,01.Morning
Tea,5,Astoria,13/06/2023,39:19.0,02.Afternoon
Tea,5,Hell's Kitchen,26/05/2023,16:18.0,01.Morning
Coffee,5,Astoria,12/05/2023,25:25.0,01.Morning
Tea,5,Astoria,17/05/2023,44:15.0,01.Morning
Coffee,5,Lower Manhattan,22/06/2023,23:10.0,01.Morning
Tea,5,Hell's Kitchen,27/06/2023,38:12.0,01.Morning
Tea,5,Lower Manhattan,09/06/2023,11:52.0,01.Morning
Tea,5,Astoria,22/06/2023,39:45.0,01.Morning
Tea,5,Astoria,10/06/2023,32:04.0,01.Morning
Tea,5,Hell's Kitchen,13/05/2023,45:42.0,03.Evening
Tea,5,Hell's Kitchen,13/05/2023,58:40.0,04.Night
Coffee,5,Astoria,14/05/2023,33:02.0,01.Morning
Tea,5,Astoria,14/05/2023,20:59.0,01.Morning
Tea,5,Hell's Kitchen,22/05/2023,26:20.0,03.Evening
Tea,5,Lower Manhattan,13/05/2023,42:07.0,01.Morning
Tea,5,Astoria,04/06/2023,17:56.0,02.Afternoon
Tea,5,Astoria,06/06/2023,29:06.0,02.Afternoon
Coffee,5,Astoria,08/06/2023,58:16.0,03.Evening
Tea,5,Lower Manhattan,10/06/2023,57:50.0,01.Morning
Coffee,5,Hell's Kitchen,09/06/2023,02:50.0,02.Afternoon
Coffee,5,Astoria,17/05/2023,25:23.0,03.Evening
Tea,5,Astoria,13/06/2023,55:14.0,01.Morning
Tea,5,Astoria,25/05/2023,36:38.0,01.Morning
Tea,5,Astoria,29/06/2023,40:35.0,01.Morning
Tea,5,Astoria,17/05/2023,44:15.0,03.Evening
